title,impact,component,start_date,end_date,duration_minutes,year,month_num,date_text_raw,body,link
Incident on 2016-02-04 05:56:45 UTC,minor,Issues,2016-02-04 05:56,2016-02-04 05:56,0,2016,2,"Feb 4, 05:56 - 05:56 UTC",2016-02-04 05:56:45 - We're investigating issues pushing to some Git repositories.2016-02-04 05:59:29 - Everything operating normally.,https://www.githubstatus.com/incidents/td1yxyhm3hcc
Incident on 2016-01-29 07:51:55 UTC,minor,General,2016-01-29 07:51,2016-01-29 07:51,0,2016,1,"Jan 29, 07:51 - 07:51 UTC",2016-01-29 07:51:55 - All is well.,https://www.githubstatus.com/incidents/v8jr0f8s3q36
Incident on 2016-01-29 07:23:49 UTC,minor,General,2016-01-29 07:23,2016-01-29 07:23,0,2016,1,"Jan 29, 07:23 - 07:23 UTC",2016-01-29 07:23:49 - We're performing a planned maintenance procedure and do not anticipate any user impact.2016-01-29 07:51:03 - Everything operating normally.,https://www.githubstatus.com/incidents/slf8t1bzz5lp
Incident on 2016-01-28 22:38:00 UTC,minor,Pages,2016-01-28 22:38,2016-01-28 22:38,0,2016,1,"Jan 28, 22:38 - 22:38 UTC",2016-01-28 22:38:00 - GitHub Pages builds are currently paused for unscheduled maintenance. GitHub Pages sites remain available.2016-01-28 23:29:26 - Everything operating normally.,https://www.githubstatus.com/incidents/dybts6bxyp80
Incident on 2016-01-28 10:23:03 UTC,minor,General,2016-01-28 10:23,2016-01-28 10:23,0,2016,1,"Jan 28, 10:23 - 10:23 UTC","2016-01-28 10:23:03 - We will be performing additional maintenance on our systems shortly. We do not expect service interruption, and we will update status here.2016-01-28 10:56:38 - Everything operating normally.",https://www.githubstatus.com/incidents/0b5llb5lyc08
Incident on 2016-01-28 00:32:02 UTC,major,General,2016-01-28 00:32,2016-01-28 00:32,0,2016,1,"Jan 28, 00:32 - 00:32 UTC",2016-01-28 00:32:02 - We're investigating connectivity problems on github.com.2016-01-28 00:46:11 - We're investigating a significant network disruption effecting all github.com services.2016-01-28 00:47:07 - We're investigating a significant network disruption affecting all github.com services.2016-01-28 01:02:20 - We're continuing to investigate a significant network disruption affecting all github.com services.2016-01-28 01:36:38 - We're working to address a widespread issue affecting all github.com services.2016-01-28 01:50:09 - We're working to address a widespread issue affecting all github.com services.2016-01-28 02:04:55 - We're working to address a widespread issue affecting all github.com services.2016-01-28 02:19:56 - We're continuing to address a widespread issue affecting all github.com services.2016-01-28 02:29:24 - The site is recovering. We're continuing to monitor the situation.2016-01-28 03:16:06 - The site is recovering and services are continuing to come back online. We're continuing to monitor the situation.2016-01-28 04:23:50 - Everything operating normally.,https://www.githubstatus.com/incidents/lnrxw0q67yzx
Incident on 2016-01-21 20:25:03 UTC,minor,Pages,2016-01-21 20:25,2016-01-21 20:25,0,2016,1,"Jan 21, 20:25 - 20:25 UTC",2016-01-21 20:25:03 - We're investigating issues serving GitHub pages.2016-01-21 20:28:31 - Everything operating normally.,https://www.githubstatus.com/incidents/n1qzj59xgr4x
Incident on 2016-01-20 22:47:07 UTC,minor,Issues,2016-01-20 22:47,2016-01-20 22:47,0,2016,1,"Jan 20, 22:47 - 22:47 UTC",2016-01-20 22:47:07 - We're investigating issues affecting a small number of repositories.2016-01-20 22:56:57 - Everything operating normally.,https://www.githubstatus.com/incidents/0685jv9vz0cp
Incident on 2016-01-07 18:27:30 UTC,minor,General,2016-01-07 18:27,2016-01-07 18:27,0,2016,1,"Jan 7, 18:27 - 18:27 UTC","2016-01-07 18:27:30 - We are investigating an intermittent problem with accessing releases, archives and raw files.2016-01-07 20:11:43 - We are continuing to investigate an intermittent problem with accessing releases, archives and raw files.2016-01-07 20:42:49 - We are taking steps to remediate an intermittent problem with accessing releases, archives and raw files.2016-01-07 21:27:05 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-07 21:56:14 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-07 22:34:43 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-07 23:10:26 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-08 00:31:58 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-08 01:48:28 - We have taken steps to remediate an intermittent problem with accessing releases, archives and raw files, and are continuing to monitor.2016-01-08 02:31:09 - Everything operating normally.",https://www.githubstatus.com/incidents/gwpkh25qbpdw
Incident on 2015-12-29 17:06:54 UTC,minor,Git Operations,2015-12-29 17:06,2015-12-29 17:06,0,2015,12,"Dec 29, 17:06 - 17:06 UTC",2015-12-29 17:06:54 - We're investigating increased error rates with some git operations.2015-12-29 17:25:32 - Everything operating normally.,https://www.githubstatus.com/incidents/wb7b03tcq2tx
Incident on 2015-12-17 00:30:21 UTC,minor,Issues,2015-12-17 00:30,2015-12-17 00:30,0,2015,12,"Dec 17, 00:30 - 00:30 UTC",2015-12-17 00:30:21 - We're investigating issues serving Pages sites.2015-12-17 00:34:39 - Everything operating normally.,https://www.githubstatus.com/incidents/5zt59jv5vvxw
Incident on 2015-12-15 21:03:06 UTC,minor,General,2015-12-15 21:03,2015-12-15 21:03,0,2015,12,"Dec 15, 21:03 - 21:03 UTC",2015-12-15 21:03:06 - We're troubleshooting an issue affecting a small number of repositories.2015-12-15 21:20:56 - We're continuing to investigate the issue. Less than 5 percent of repositories are affected.2015-12-15 21:28:57 - Everything operating normally.,https://www.githubstatus.com/incidents/cqw4z38gy7w0
Incident on 2015-12-07 20:43:19 UTC,minor,Issues,2015-12-07 20:43,2015-12-07 20:43,0,2015,12,"Dec 7, 20:43 - 20:43 UTC",2015-12-07 20:43:19 - We are investigating issues in rendering some repositories.2015-12-07 20:59:36 - We're investigating an issue rendering the READMEs of a small number of repositories.2015-12-07 21:15:27 - Everything operating normally.,https://www.githubstatus.com/incidents/bvw6sy92p168
Incident on 2015-12-01 18:34:59 UTC,minor,API,2015-12-01 18:34,2015-12-01 18:34,0,2015,12,"Dec 1, 18:34 - 18:34 UTC",2015-12-01 18:34:59 - Minor service outage.2015-12-01 18:39:00 - We are currenly experiencing API timeouts and are working to restore service.2015-12-01 18:46:43 - We're returning to normal response times and monitoring the situation.2015-12-01 18:57:16 - Everything operating normally.,https://www.githubstatus.com/incidents/yngz7rn8qt7w
Incident on 2015-11-19 17:50:09 UTC,minor,General,2015-11-19 17:50,2015-11-19 17:50,0,2015,11,"Nov 19, 17:50 - 17:50 UTC",2015-11-19 17:50:09 - Minor service outage.2015-11-19 18:09:24 - We're investigating reports of connectivity problems with one of our upstream providers.2015-11-19 18:16:02 - Everything operating normally.,https://www.githubstatus.com/incidents/fwz89k1x1vhj
Incident on 2015-11-16 02:51:39 UTC,minor,Pages,2015-11-16 02:51,2015-11-16 02:51,0,2015,11,"Nov 16, 02:51 - 02:51 UTC",2015-11-16 02:51:39 - We are investigating reports of page load failures on GitHub Pages.2015-11-16 03:05:58 - Everything operating normally.,https://www.githubstatus.com/incidents/2n4c2ry9gj7f
Incident on 2015-11-14 23:31:02 UTC,minor,General,2015-11-14 23:31,2015-11-14 23:31,0,2015,11,"Nov 14, 23:31 - 23:31 UTC","2015-11-14 23:31:02 - We are currently experiencing a single fileserver outage. Some repositories may be temporarily unavailable.2015-11-14 23:53:08 - Service is restored, we'll continue to monitor the affected fileserver.",https://www.githubstatus.com/incidents/v7ztgss1512c
Incident on 2015-11-09 20:50:37 UTC,minor,Issues,2015-11-09 20:50,2015-11-09 20:50,0,2015,11,"Nov 9, 20:50 - 20:50 UTC",2015-11-09 20:50:37 - Minor service outage.2015-11-09 20:54:59 - We are experiencing issues accessing repositories via SVN and are working to restore full service.2015-11-09 21:10:09 - Everything operating normally.,https://www.githubstatus.com/incidents/728y0lq8l6gl
Incident on 2015-11-04 03:00:27 UTC,minor,General,2015-11-04 03:00,2015-11-04 03:00,0,2015,11,"Nov 4, 03:00 - 03:00 UTC",2015-11-04 03:00:27 - Minor service outage.2015-11-04 03:18:48 - We are currently experiencing a single fileserver outage. Some repositories may be temporarily unavailable.2015-11-04 03:34:08 - We are continuing to investigate a fileserver outage. Some repositories may be temporarily unavailable.2015-11-04 03:51:41 - Everything operating normally.,https://www.githubstatus.com/incidents/cvr5993df58z
Incident on 2015-10-25 21:45:01 UTC,minor,General,2015-10-25 21:45,2015-10-25 21:45,0,2015,10,"Oct 25, 21:45 - 21:45 UTC",2015-10-25 21:45:01 - We are currently experiencing a single fileserver outage. Some repositories may be temporarily unavailable.2015-10-25 22:02:22 - We are continuing to investigate a fileserver outage. Some repositories may be temporarily unavailable.2015-10-25 22:16:19 - Everything operating normally.,https://www.githubstatus.com/incidents/jw125pd0stqx
Incident on 2015-10-23 12:41:55 UTC,minor,Webhooks,2015-10-23 12:41,2015-10-23 12:41,0,2015,10,"Oct 23, 12:41 - 12:41 UTC",2015-10-23 12:41:55 - We're experiencing issues delivering webhooks to a small number of hosts as we mitigate a DDoS attack.2015-10-23 13:17:27 - Everything operating normally.,https://www.githubstatus.com/incidents/rkzkcjq0jt4p
Incident on 2015-10-22 09:01:25 UTC,minor,General,2015-10-22 09:01,2015-10-22 09:01,0,2015,10,"Oct 22, 09:01 - 09:01 UTC","2015-10-22 09:01:25 - We're investigating what appears to be a DDoS attack.2015-10-22 09:31:41 - We're monitoring our DDoS mitigations, which appear to be effective.2015-10-22 09:56:22 - We continue to monitor while we mitigate a DDoS atack. All services are operational.",https://www.githubstatus.com/incidents/5k93tjsbv75k
Incident on 2015-10-09 23:15:34 UTC,minor,General,2015-10-09 23:15,2015-10-09 23:15,0,2015,10,"Oct 9, 23:15 - 23:15 UTC",2015-10-09 23:15:34 - Minor service outage.2015-10-09 23:31:09 - Systems have stabilized and we are monitoring the situation.2015-10-09 23:47:28 - Everything operating normally.,https://www.githubstatus.com/incidents/brg7lpvdhbfl
Incident on 2015-09-28 21:32:56 UTC,minor,Issues,2015-09-28 21:32,2015-09-28 21:32,0,2015,9,"Sep 28, 21:32 - 21:32 UTC",2015-09-28 21:32:56 - We're experiencing delays in outbound email delivery.2015-09-28 22:00:23 - We've identified upstream network issues and have taken steps to route around the problem.,https://www.githubstatus.com/incidents/8y7rj2hdjkbg
Incident on 2015-09-22 14:28:49 UTC,minor,General,2015-09-22 14:28,2015-09-22 14:28,0,2015,9,"Sep 22, 14:28 - 14:28 UTC",2015-09-22 14:28:49 - Minor service outage.2015-09-22 14:39:02 - We're recovering from a brief performance degredation on one of our data stores. We're investigating and will update if the condition returns.2015-09-22 14:56:09 - Everything operating normally.,https://www.githubstatus.com/incidents/8g5jq1wj7zzk
Incident on 2015-09-08 14:33:52 UTC,minor,Pages,2015-09-08 14:33,2015-09-08 14:33,0,2015,9,"Sep 8, 14:33 - 14:33 UTC",2015-09-08 14:33:52 - We're investigating issues affecting some GitHub Pages sites.2015-09-08 14:44:12 - Everything operating normally.,https://www.githubstatus.com/incidents/6v851447qxw7
Incident on 2015-08-31 16:09:04 UTC,minor,General,2015-08-31 16:09,2015-08-31 16:09,0,2015,8,"Aug 31, 16:09 - 16:09 UTC","2015-08-31 16:09:04 - We're investigating increased API failure rates.2015-08-31 16:31:51 - We've identified the probable cause of increased git and API error rates. We're working to resolve it.2015-08-31 17:18:10 - We've addressed the underlying issue and will continue to monitor the situation for further problems.2015-08-31 18:01:01 - Error rates have subsided, we continue to monitor the situation.",https://www.githubstatus.com/incidents/gf2p0d0lrs1x
Incident on 2015-08-25 13:49:29 UTC,minor,General,2015-08-25 13:49,2015-08-25 13:49,0,2015,8,"Aug 25, 13:49 - 13:49 UTC",2015-08-25 13:49:29 - Everything operating normally.,https://www.githubstatus.com/incidents/y5xk5wk9wtf8
Incident on 2015-08-25 09:39:12 UTC,major,General,2015-08-25 09:39,2015-08-25 09:39,0,2015,8,"Aug 25, 09:39 - 09:39 UTC",2015-08-25 09:39:12 - We are investigating reports of connectivity problems.2015-08-25 10:07:20 - We're continuing to diagnose reports of connectivity problems.2015-08-25 10:38:32 - The connectivity problems have been identified as a DDoS attack. We're working to mitigate now.2015-08-25 11:06:09 - We are continuing to work to mitigate an ongoing DDoS attack.2015-08-25 11:27:21 - We are restoring service as we mitigate a DDoS attack.2015-08-25 12:08:21 - We are restoring service as we mitigate a DDoS attack. Response times may be slower while this work continues.2015-08-25 12:52:30 - Service has been restored. We continue to monitor the situation closely.,https://www.githubstatus.com/incidents/6jzdzcz3118s
Incident on 2015-08-24 15:47:02 UTC,minor,General,2015-08-24 15:47,2015-08-24 15:47,0,2015,8,"Aug 24, 15:47 - 15:47 UTC",2015-08-24 15:47:02 - Minor service outage.2015-08-24 15:58:07 - We're investigating a brief capacity overload. Systems are recovering.2015-08-24 16:08:32 - Everything operating normally.,https://www.githubstatus.com/incidents/wc224vhrdlxb
Incident on 2015-08-18 15:21:20 UTC,minor,General,2015-08-18 15:21,2015-08-18 15:21,0,2015,8,"Aug 18, 15:21 - 15:21 UTC","2015-08-18 15:21:20 - Executing a controlled failover to address an underlying hardware problem, a small number of repositories will be breifly unavailable.2015-08-18 15:39:03 - Everything operating normally.",https://www.githubstatus.com/incidents/yq6ms27wlk9c
Incident on 2015-08-17 20:08:49 UTC,minor,General,2015-08-17 20:08,2015-08-17 20:08,0,2015,8,"Aug 17, 20:08 - 20:08 UTC","2015-08-17 20:08:49 - We're investigating an issue affecting a small number of repositories.2015-08-17 20:34:52 - We're working to remediate an issue affecting a small number of repositories.2015-08-17 21:00:22 - We've made changes to reduce download and archive failures, and continue to investigate elevated errors for a small number of repositories.2015-08-17 21:06:36 - The affected repositories are recovering.2015-08-17 21:06:50 - Service has been restored for a failed file server. We're continuing to monitor the situation.2015-08-17 21:17:20 - Everything operating normally.",https://www.githubstatus.com/incidents/7g38pjpwff14
Incident on 2015-08-10 19:13:30 UTC,minor,General,2015-08-10 19:13,2015-08-10 19:13,0,2015,8,"Aug 10, 19:13 - 19:13 UTC",2015-08-10 19:13:30 - We are investigating a return of increased error rates on repository release downloads and issue image uploads.2015-08-10 19:25:02 - Everything operating normally.,https://www.githubstatus.com/incidents/vmx6sx1np6sw
Incident on 2015-08-10 07:30:11 UTC,minor,General,2015-08-10 07:30,2015-08-10 07:30,0,2015,8,"Aug 10, 07:30 - 07:30 UTC",2015-08-10 07:30:11 - We are investigating increased error rates on repository release downloads and issue image uploads.2015-08-10 08:45:12 - We've identified an issue with a provider and are continuing to monitor the situation.2015-08-10 09:47:49 - We're continuing to monitor a known issue with an upstream provider.2015-08-10 10:52:08 - Everything operating normally.,https://www.githubstatus.com/incidents/c0ywgxrzttyx
Incident on 2015-08-05 03:51:52 UTC,minor,Issues,2015-08-05 03:51,2015-08-05 03:51,0,2015,8,"Aug 5, 03:51 - 03:51 UTC",2015-08-05 03:51:52 - We are investigating reports of connectivity issues to GitHub.com.2015-08-05 04:25:52 - We continue to investigate current connectivity issues on GitHub.com.2015-08-05 04:38:20 - All systems reporting at 100%.,https://www.githubstatus.com/incidents/dbr8xcjt6hvw
Incident on 2015-07-28 12:31:26 UTC,minor,General,2015-07-28 12:31,2015-07-28 12:31,0,2015,7,"Jul 28, 12:31 - 12:31 UTC",2015-07-28 12:31:26 - jobs.github.com is unavailable while we monitor a database failover.2015-07-28 12:36:32 - Everything operating normally.,https://www.githubstatus.com/incidents/l46x4qppkk1g
Incident on 2015-07-23 11:46:33 UTC,minor,Issues,2015-07-23 11:46,2015-07-23 11:46,0,2015,7,"Jul 23, 11:46 - 11:46 UTC",2015-07-23 11:46:33 - We're investigating reports of connectivity issues from Europe2015-07-23 12:13:36 - We've routed around the problem and are monitoring the situation.2015-07-23 12:29:02 - Everything operating normally.,https://www.githubstatus.com/incidents/rbffvfgnwbj0
